来源,工单编号,工单状态,接单时间,派单时间,维修时间,修复时间,现场分类,电网分类
电话,13122,已核实,2021/12/5 14:37,2021/12/5 14:37,2021/12/5 15:01,2021/12/5 16:02,城市,比利时电网
网络,13123,已核实,2021/12/5 14:36,2021/12/5 14:36,2021/12/5 14:40,2021/12/5 15:04,城市,荷兰电网
电话,13124,已核实,2021/12/5 14:31,2021/12/5 14:31,2021/12/5 14:53,2021/12/5 15:29,城市,比利时电网
网络,13125,已核实,2021/12/5 14:29,2021/12/5 14:30,2021/12/5 14:38,2021/12/5 14:58,城市,荷兰电网
电话,13126,已核实,2021/12/5 14:29,2021/12/5 14:35,2021/12/5 14:37,2021/12/5 15:27,郊区,西班牙电网
网络,13127,已核实,2021/12/5 14:26,2021/12/5 14:27,2021/12/5 14:32,2021/12/5 15:20,城市,荷兰电网
电话,13128,已核实,2021/12/5 14:26,2021/12/5 14:27,2021/12/5 14:36,2021/12/5 14:58,郊区,西班牙电网
电话,13129,已核实,2021/12/5 14:24,2021/12/5 14:24,2021/12/5 14:41,2021/12/5 15:33,城市,比利时电网
电话,13130,已核实,2021/12/5 14:23,2021/12/5 14:24,2021/12/5 14:43,2021/12/5 14:47,郊区,意大利电网
电话,13131,已核实,2021/12/5 14:19,2021/12/5 14:21,2021/12/5 14:31,2021/12/5 14:33,城市,比利时电网
电话,13132,已核实,2021/12/5 14:19,2021/12/5 14:19,2021/12/5 14:28,2021/12/5 15:18,城市,德国电网
电话,13133,已核实,2021/12/5 14:11,2021/12/5 14:11,2021/12/5 14:19,2021/12/5 14:43,城市,荷兰电网
电话,13134,已核实,2021/12/5 14:05,2021/12/5 14:05,2021/12/5 14:29,2021/12/5 14:38,郊区,荷兰电网
网络,13135,已核实,2021/12/5 14:01,2021/12/5 14:05,2021/12/5 14:10,2021/12/5 14:29,城市,法国电网
电话,13136,已核实,2021/12/5 13:58,2021/12/5 13:58,2021/12/5 14:22,2021/12/5 14:29,郊区,比利时电网
电话,13137,已核实,2021/12/5 13:53,2021/12/5 13:53,2021/12/5 14:25,2021/12/5 14:29,郊区,德国电网
电话,13138,已核实,2021/12/5 13:52,2021/12/5 13:52,2021/12/5 14:00,2021/12/5 14:20,城市,荷兰电网
电话,13139,已核实,2021/12/5 13:49,2021/12/5 13:49,2021/12/5 14:06,2021/12/5 14:44,城市,法国电网
电话,13140,已核实,2021/12/5 13:41,2021/12/5 13:41,2021/12/5 13:51,2021/12/5 14:43,城市,比利时电网
网络,13141,已核实,2021/12/5 13:33,2021/12/5 13:36,2021/12/5 13:56,2021/12/5 13:58,城市,法国电网
电话,13142,已核实,2021/12/5 13:31,2021/12/5 13:31,2021/12/5 13:36,2021/12/5 14:54,城市,法国电网
电话,13143,已核实,2021/12/5 13:30,2021/12/5 13:30,2021/12/5 13:41,2021/12/5 14:18,郊区,西班牙电网
电话,13144,已核实,2021/12/5 13:26,2021/12/5 13:28,2021/12/5 13:39,2021/12/5 13:51,郊区,德国电网
电话,13145,已核实,2021/12/5 13:19,2021/12/5 13:41,2021/12/5 13:42,2021/12/5 14:18,郊区,荷兰电网
电话,13146,已核实,2021/12/5 13:19,2021/12/5 13:19,2021/12/5 13:31,2021/12/5 14:24,城市,法国电网
电话,13147,已核实,2021/12/5 13:14,2021/12/5 13:18,2021/12/5 13:38,2021/12/5 14:37,郊区,荷兰电网
电话,13148,已核实,2021/12/5 13:05,2021/12/5 13:05,2021/12/5 13:08,2021/12/5 13:53,城市,比利时电网
电话,13149,已核实,2021/12/5 13:04,2021/12/5 13:54,2021/12/5 13:56,2021/12/5 14:05,郊区,法国电网
电话,13150,已核实,2021/12/5 12:52,2021/12/5 12:52,2021/12/5 12:57,2021/12/5 13:01,郊区,西班牙电网
电话,13151,已核实,2021/12/5 12:51,2021/12/5 12:52,2021/12/5 13:13,2021/12/5 13:18,郊区,西班牙电网
电话,13152,已核实,2021/12/5 12:51,2021/12/5 12:59,2021/12/5 13:00,2021/12/5 13:02,郊区,西班牙电网
电话,13153,已核实,2021/12/5 12:50,2021/12/5 12:51,2021/12/5 12:56,2021/12/5 13:30,城市,比利时电网
网络,13154,已核实,2021/12/5 12:47,2021/12/5 12:48,2021/12/5 12:52,2021/12/5 13:38,城市,荷兰电网
电话,13155,已核实,2021/12/5 12:47,2021/12/5 12:55,2021/12/5 13:00,2021/12/5 13:29,郊区,丹麦电网
电话,13156,已核实,2021/12/5 12:46,2021/12/5 12:46,2021/12/5 12:49,2021/12/5 13:29,郊区,德国电网
网络,13157,已核实,2021/12/5 12:44,2021/12/5 12:44,2021/12/5 13:07,2021/12/5 13:14,城市,荷兰电网
电话,13158,已核实,2021/12/5 12:42,2021/12/5 12:42,2021/12/5 12:55,2021/12/5 12:56,郊区,比利时电网
电话,13159,已核实,2021/12/5 12:38,2021/12/5 12:38,2021/12/5 12:41,2021/12/5 13:12,城市,丹麦电网
电话,13160,已核实,2021/12/5 12:31,2021/12/5 12:38,2021/12/5 13:06,2021/12/5 13:19,郊区,西班牙电网
电话,13161,已核实,2021/12/5 12:30,2021/12/5 12:30,2021/12/5 12:42,2021/12/5 13:30,城市,荷兰电网
电话,13162,已核实,2021/12/5 12:29,2021/12/5 12:29,2021/12/5 12:49,2021/12/5 12:59,城市,西班牙电网
网络,13163,已核实,2021/12/5 12:26,2021/12/5 12:29,2021/12/5 12:32,2021/12/5 12:36,城市,法国电网
电话,13164,已核实,2021/12/5 12:23,2021/12/5 12:24,2021/12/5 12:36,2021/12/5 12:59,城市,比利时电网
网络,13165,已核实,2021/12/5 12:23,2021/12/5 12:28,2021/12/5 12:34,2021/12/5 12:35,郊区,西班牙电网
电话,13166,已核实,2021/12/5 12:14,2021/12/5 12:18,2021/12/5 12:30,2021/12/5 12:31,郊区,西班牙电网
电话,13167,已核实,2021/12/5 12:03,2021/12/5 12:14,2021/12/5 12:16,2021/12/5 12:28,郊区,丹麦电网
电话,13168,已核实,2021/12/5 12:01,2021/12/5 12:01,2021/12/5 12:16,2021/12/5 12:44,郊区,荷兰电网
电话,13169,已核实,2021/12/5 11:55,2021/12/5 11:55,2021/12/5 12:16,2021/12/5 12:30,郊区,荷兰电网
电话,13170,已核实,2021/12/5 11:54,2021/12/5 12:12,2021/12/5 12:20,2021/12/5 12:23,郊区,荷兰电网
网络,13171,已核实,2021/12/5 11:50,2021/12/5 11:50,2021/12/5 11:53,2021/12/5 12:40,城市,荷兰电网
电话,13172,已核实,2021/12/5 11:48,2021/12/5 11:48,2021/12/5 11:58,2021/12/5 12:41,城市,比利时电网
电话,13173,已核实,2021/12/5 11:48,2021/12/5 11:48,2021/12/5 12:02,2021/12/5 12:19,城市,比利时电网
电话,13174,已核实,2021/12/5 11:47,2021/12/5 11:47,2021/12/5 11:52,2021/12/5 12:34,郊区,法国电网
电话,13175,已核实,2021/12/5 11:43,2021/12/5 11:44,2021/12/5 12:02,2021/12/5 12:50,郊区,比利时电网
电话,13176,已核实,2021/12/5 11:43,2021/12/5 11:43,2021/12/5 12:05,2021/12/5 13:52,郊区,德国电网
网络,13177,已核实,2021/12/5 11:40,2021/12/5 11:43,2021/12/5 11:57,2021/12/5 12:52,城市,法国电网
网络,13178,已核实,2021/12/5 11:34,2021/12/5 11:34,2021/12/5 11:37,2021/12/5 12:04,城市,荷兰电网
电话,13179,已核实,2021/12/5 11:32,2021/12/5 11:36,2021/12/5 11:52,2021/12/5 12:37,城市,丹麦电网
电话,13180,已核实,2021/12/5 11:31,2021/12/5 11:32,2021/12/5 11:44,2021/12/5 12:08,城市,德国电网
网络,13181,已核实,2021/12/5 11:31,2021/12/5 11:34,2021/12/5 11:42,2021/12/5 12:04,城市,德国电网
网络,13182,已核实,2021/12/5 11:25,2021/12/5 11:27,2021/12/5 11:40,2021/12/5 11:56,城市,德国电网
电话,13183,已核实,2021/12/5 11:24,2021/12/5 11:24,2021/12/5 11:30,2021/12/5 12:33,郊区,德国电网
电话,13184,已核实,2021/12/5 11:22,2021/12/5 11:27,2021/12/5 11:39,2021/12/5 12:04,城市,意大利电网
电话,13185,已核实,2021/12/5 11:22,2021/12/5 11:23,2021/12/5 11:39,2021/12/5 12:12,郊区,意大利电网
电话,13186,已核实,2021/12/5 11:21,2021/12/5 11:24,2021/12/5 11:39,2021/12/5 12:15,郊区,意大利电网
电话,13187,已核实,2021/12/5 11:17,2021/12/5 11:36,2021/12/5 11:42,2021/12/5 12:20,郊区,西班牙电网
电话,13188,已核实,2021/12/5 11:15,2021/12/5 11:16,2021/12/5 11:44,2021/12/5 12:16,城市,比利时电网
电话,13189,已核实,2021/12/5 11:15,2021/12/5 11:48,2021/12/5 11:51,2021/12/5 11:52,郊区,西班牙电网
网络,13190,已核实,2021/12/5 11:13,2021/12/5 11:21,2021/12/5 11:39,2021/12/5 12:27,城市,法国电网
网络,13191,已核实,2021/12/5 11:11,2021/12/5 11:12,2021/12/5 11:29,2021/12/5 12:01,城市,荷兰电网
电话,13192,已核实,2021/12/5 11:11,2021/12/5 11:11,2021/12/5 11:21,2021/12/5 12:50,郊区,法国电网
电话,13193,已核实,2021/12/5 11:10,2021/12/5 11:13,2021/12/5 11:22,2021/12/5 11:33,郊区,意大利电网
电话,13194,已核实,2021/12/5 11:08,2021/12/5 11:11,2021/12/5 11:35,2021/12/5 11:58,郊区,意大利电网
电话,13195,已核实,2021/12/5 11:06,2021/12/5 11:06,2021/12/5 11:14,2021/12/5 11:47,郊区,荷兰电网
电话,13196,已核实,2021/12/5 11:05,2021/12/5 11:05,2021/12/5 11:17,2021/12/5 11:47,郊区,荷兰电网
电话,13197,已核实,2021/12/5 11:04,2021/12/5 11:05,2021/12/5 11:21,2021/12/5 11:53,城市,法国电网
电话,13198,已核实,2021/12/5 11:03,2021/12/5 11:05,2021/12/5 11:07,2021/12/5 11:51,郊区,意大利电网
电话,13199,已核实,2021/12/5 10:58,2021/12/5 10:58,2021/12/5 11:09,2021/12/5 11:26,城市,德国电网
电话,13200,已核实,2021/12/5 10:57,2021/12/5 10:58,2021/12/5 11:06,2021/12/5 11:56,郊区,意大利电网
电话,13201,已核实,2021/12/5 10:55,2021/12/5 10:55,2021/12/5 11:14,2021/12/5 11:14,郊区,比利时电网
电话,13202,已核实,2021/12/5 10:51,2021/12/5 10:53,2021/12/5 11:03,2021/12/5 11:29,城市,法国电网
电话,13203,已核实,2021/12/5 10:46,2021/12/5 10:46,2021/12/5 10:55,2021/12/5 11:11,郊区,比利时电网
电话,13204,已核实,2021/12/5 10:45,2021/12/5 10:45,2021/12/5 10:56,2021/12/5 11:15,郊区,西班牙电网
网络,13205,已核实,2021/12/5 10:40,2021/12/5 10:51,2021/12/5 10:55,2021/12/5 10:56,郊区,德国电网
电话,13206,已核实,2021/12/5 10:37,2021/12/5 10:38,2021/12/5 10:48,2021/12/5 11:25,城市,德国电网
电话,13207,已核实,2021/12/5 10:37,2021/12/5 10:37,2021/12/5 10:47,2021/12/5 11:29,郊区,法国电网
电话,13208,已核实,2021/12/5 10:37,2021/12/5 10:40,2021/12/5 10:47,2021/12/5 11:25,郊区,荷兰电网
网络,13209,已核实,2021/12/5 10:33,2021/12/5 10:48,2021/12/5 10:57,2021/12/5 10:58,郊区,德国电网
电话,13210,已核实,2021/12/5 10:33,2021/12/5 10:33,2021/12/5 10:37,2021/12/5 11:01,城市,法国电网
电话,13211,已核实,2021/12/5 10:31,2021/12/5 10:31,2021/12/5 10:52,2021/12/5 11:13,城市,法国电网
电话,13212,已核实,2021/12/5 10:31,2021/12/5 10:51,2021/12/5 10:57,2021/12/5 10:57,郊区,西班牙电网
网络,13213,已核实,2021/12/5 10:30,2021/12/5 10:30,2021/12/5 10:40,2021/12/5 11:21,城市,荷兰电网
电话,13214,已核实,2021/12/5 10:29,2021/12/5 10:30,2021/12/5 10:46,2021/12/5 11:16,城市,比利时电网
网络,13215,已核实,2021/12/5 10:28,2021/12/5 10:28,2021/12/5 10:37,2021/12/5 11:09,城市,荷兰电网
网络,13216,已核实,2021/12/5 10:26,2021/12/5 10:31,2021/12/5 10:43,2021/12/5 11:17,城市,法国电网
网络,13217,已核实,2021/12/5 10:23,2021/12/5 10:23,2021/12/5 10:40,2021/12/5 11:33,城市,荷兰电网
电话,13218,已核实,2021/12/5 10:15,2021/12/5 10:24,2021/12/5 10:32,2021/12/5 10:57,郊区,荷兰电网
电话,13219,已核实,2021/12/5 10:12,2021/12/5 10:12,2021/12/5 10:20,2021/12/5 10:41,城市,荷兰电网
电话,13220,已核实,2021/12/5 10:11,2021/12/5 10:11,2021/12/5 10:33,2021/12/5 10:49,城市,德国电网
电话,13221,已核实,2021/12/5 10:07,2021/12/5 11:46,2021/12/5 12:02,2021/12/5 12:23,郊区,比利时电网
网络,13222,已核实,2021/12/5 10:03,2021/12/5 10:06,2021/12/5 10:15,2021/12/5 10:16,城市,法国电网
电话,13223,已核实,2021/12/5 10:03,2021/12/5 10:05,2021/12/5 10:25,2021/12/5 10:26,城市,丹麦电网
电话,13224,已核实,2021/12/5 10:00,2021/12/5 10:00,2021/12/5 10:22,2021/12/5 11:14,城市,荷兰电网
电话,13225,已核实,2021/12/5 9:59,2021/12/5 10:07,2021/12/5 10:11,2021/12/5 10:16,郊区,荷兰电网
电话,13226,已核实,2021/12/5 9:57,2021/12/5 9:58,2021/12/5 10:04,2021/12/5 10:49,郊区,比利时电网
电话,13227,已核实,2021/12/5 9:52,2021/12/5 9:52,2021/12/5 10:12,2021/12/5 10:24,城市,法国电网
网络,13228,已核实,2021/12/5 9:51,2021/12/5 9:51,2021/12/5 9:58,2021/12/5 10:18,城市,荷兰电网
电话,13229,已核实,2021/12/5 9:46,2021/12/5 9:46,2021/12/5 10:03,2021/12/5 10:24,郊区,比利时电网
电话,13230,已核实,2021/12/5 9:42,2021/12/5 9:42,2021/12/5 9:53,2021/12/5 10:19,城市,德国电网
电话,13231,已核实,2021/12/5 9:41,2021/12/5 9:45,2021/12/5 10:05,2021/12/5 10:42,城市,丹麦电网
电话,13232,已核实,2021/12/5 9:39,2021/12/5 9:39,2021/12/5 9:59,2021/12/5 10:31,郊区,法国电网
电话,13233,已核实,2021/12/5 9:39,2021/12/5 9:40,2021/12/5 9:55,2021/12/5 10:27,城市,比利时电网
电话,13234,已核实,2021/12/5 9:36,2021/12/5 9:40,2021/12/5 9:59,2021/12/5 10:40,城市,丹麦电网
电话,13235,已核实,2021/12/5 9:33,2021/12/5 9:34,2021/12/5 9:42,2021/12/5 9:48,郊区,荷兰电网
网络,13236,已核实,2021/12/5 9:33,2021/12/5 9:39,2021/12/5 9:47,2021/12/5 9:50,城市,法国电网
电话,13237,已核实,2021/12/5 9:32,2021/12/5 9:32,2021/12/5 9:49,2021/12/5 10:14,城市,比利时电网
电话,13238,已核实,2021/12/5 9:31,2021/12/5 9:31,2021/12/5 9:39,2021/12/5 10:31,郊区,德国电网
电话,13239,已核实,2021/12/5 9:30,2021/12/5 9:31,2021/12/5 9:55,2021/12/5 9:56,城市,西班牙电网
电话,13240,已核实,2021/12/5 9:29,2021/12/5 10:07,2021/12/5 10:30,2021/12/5 11:03,郊区,比利时电网
电话,13241,已核实,2021/12/5 9:28,2021/12/5 9:37,2021/12/5 9:42,2021/12/5 9:59,郊区,荷兰电网
电话,13242,已核实,2021/12/5 9:26,2021/12/5 9:30,2021/12/5 9:46,2021/12/5 10:23,郊区,意大利电网
电话,13243,已核实,2021/12/5 9:26,2021/12/5 9:26,2021/12/5 9:34,2021/12/5 10:10,郊区,比利时电网
电话,13244,已核实,2021/12/5 9:25,2021/12/5 9:26,2021/12/5 9:38,2021/12/5 10:17,郊区,法国电网
电话,13245,已核实,2021/12/5 9:23,2021/12/5 9:23,2021/12/5 9:35,2021/12/5 9:49,郊区,荷兰电网
电话,13246,已核实,2021/12/5 9:22,2021/12/5 9:22,2021/12/5 9:38,2021/12/5 10:08,城市,西班牙电网
电话,13247,已核实,2021/12/5 9:21,2021/12/5 9:22,2021/12/5 9:35,2021/12/5 9:40,郊区,荷兰电网
电话,13248,已核实,2021/12/5 9:19,2021/12/5 9:21,2021/12/5 9:37,2021/12/5 10:01,郊区,比利时电网
电话,13249,已核实,2021/12/5 9:16,2021/12/5 9:17,2021/12/5 9:21,2021/12/5 10:55,郊区,比利时电网
电话,13250,已核实,2021/12/5 9:14,2021/12/5 9:19,2021/12/5 9:32,2021/12/5 9:36,城市,丹麦电网
网络,13251,已核实,2021/12/5 9:14,2021/12/5 9:16,2021/12/5 9:34,2021/12/5 10:30,郊区,法国电网
网络,13252,已核实,2021/12/5 9:13,2021/12/5 9:16,2021/12/5 9:34,2021/12/5 10:34,郊区,法国电网
网络,13253,已核实,2021/12/5 9:08,2021/12/5 9:09,2021/12/5 9:14,2021/12/5 9:59,城市,荷兰电网
电话,13254,已核实,2021/12/5 9:06,2021/12/5 10:12,2021/12/5 10:13,2021/12/5 10:19,郊区,西班牙电网
电话,13255,已核实,2021/12/5 9:04,2021/12/5 9:05,2021/12/5 9:26,2021/12/5 10:35,城市,比利时电网
电话,13256,已核实,2021/12/5 9:03,2021/12/5 9:06,2021/12/5 9:07,2021/12/5 9:45,郊区,意大利电网
电话,13257,已核实,2021/12/5 9:03,2021/12/5 9:03,2021/12/5 9:13,2021/12/5 10:08,郊区,法国电网
网络,13258,已核实,2021/12/5 9:02,2021/12/5 9:06,2021/12/5 9:35,2021/12/5 10:36,郊区,法国电网
电话,13259,已核实,2021/12/5 9:02,2021/12/5 9:05,2021/12/5 9:27,2021/12/5 9:34,郊区,意大利电网
电话,13260,已核实,2021/12/5 8:58,2021/12/5 8:59,2021/12/5 9:13,2021/12/5 9:32,城市,比利时电网
电话,13261,已核实,2021/12/5 8:56,2021/12/5 9:05,2021/12/5 9:19,2021/12/5 9:51,城市,丹麦电网
电话,13262,已核实,2021/12/5 8:54,2021/12/5 9:05,2021/12/5 9:19,2021/12/5 9:23,城市,丹麦电网
网络,13263,已核实,2021/12/5 8:48,2021/12/5 9:30,2021/12/5 9:31,2021/12/5 9:31,城市,德国电网
电话,13264,已核实,2021/12/5 8:47,2021/12/5 8:47,2021/12/5 9:03,2021/12/5 9:10,城市,西班牙电网
网络,13265,已核实,2021/12/5 8:46,2021/12/5 8:48,2021/12/5 8:59,2021/12/5 9:11,城市,德国电网
电话,13266,已核实,2021/12/5 8:38,2021/12/5 8:39,2021/12/5 9:03,2021/12/5 9:25,郊区,比利时电网
电话,13267,已核实,2021/12/5 8:38,2021/12/5 8:42,2021/12/5 8:50,2021/12/5 9:30,城市,西班牙电网
网络,13268,已核实,2021/12/5 8:37,2021/12/5 8:42,2021/12/5 8:43,2021/12/5 8:45,城市,法国电网
电话,13269,已核实,2021/12/5 8:35,2021/12/5 8:36,2021/12/5 8:51,2021/12/5 9:03,郊区,德国电网
电话,13270,已核实,2021/12/5 8:30,2021/12/5 8:31,2021/12/5 8:54,2021/12/5 11:47,郊区,法国电网
电话,13271,已核实,2021/12/5 8:28,2021/12/5 8:30,2021/12/5 8:39,2021/12/5 9:05,城市,比利时电网
网络,13272,已核实,2021/12/5 8:28,2021/12/5 8:28,2021/12/5 8:34,2021/12/5 9:37,城市,荷兰电网
网络,13273,已核实,2021/12/5 8:28,2021/12/5 8:31,2021/12/5 8:46,2021/12/5 9:07,城市,法国电网
电话,13274,已核实,2021/12/5 8:25,2021/12/5 8:25,2021/12/5 8:42,2021/12/5 9:05,城市,法国电网
电话,13275,已核实,2021/12/5 8:24,2021/12/5 8:29,2021/12/5 8:47,2021/12/5 9:16,城市,丹麦电网
电话,13276,已核实,2021/12/5 8:23,2021/12/5 8:23,2021/12/5 8:34,2021/12/5 9:14,郊区,荷兰电网
电话,13277,已核实,2021/12/5 8:19,2021/12/5 8:20,2021/12/5 8:32,2021/12/5 9:42,城市,西班牙电网
网络,13278,已核实,2021/12/5 8:18,2021/12/5 8:28,2021/12/5 9:11,2021/12/5 9:13,郊区,西班牙电网
网络,13279,已核实,2021/12/5 8:18,2021/12/5 8:28,2021/12/5 9:05,2021/12/5 9:08,郊区,西班牙电网
网络,13280,已核实,2021/12/5 8:18,2021/12/5 8:28,2021/12/5 8:32,2021/12/5 8:32,郊区,西班牙电网
电话,13281,已核实,2021/12/5 8:16,2021/12/5 8:16,2021/12/5 8:27,2021/12/5 8:52,城市,法国电网
电话,13282,已核实,2021/12/5 8:16,2021/12/5 8:16,2021/12/5 8:31,2021/12/5 8:44,城市,法国电网
电话,13283,已核实,2021/12/5 8:09,2021/12/5 8:15,2021/12/5 8:20,2021/12/5 8:58,郊区,西班牙电网
网络,13284,已核实,2021/12/5 8:07,2021/12/5 8:11,2021/12/5 8:23,2021/12/5 8:46,郊区,比利时电网
网络,13285,已核实,2021/12/5 8:06,2021/12/5 8:11,2021/12/5 8:23,2021/12/5 8:44,郊区,比利时电网
电话,13286,已核实,2021/12/5 8:06,2021/12/5 8:12,2021/12/5 8:21,2021/12/5 8:22,城市,丹麦电网
网络,13287,已核实,2021/12/5 8:06,2021/12/5 8:11,2021/12/5 8:22,2021/12/5 8:42,郊区,比利时电网
电话,13288,已核实,2021/12/5 8:06,2021/12/5 8:08,2021/12/5 8:28,2021/12/5 8:32,城市,德国电网
电话,13289,已核实,2021/12/5 8:05,2021/12/5 8:05,2021/12/5 8:19,2021/12/5 8:40,城市,法国电网
电话,13290,已核实,2021/12/5 8:00,2021/12/5 8:06,2021/12/5 8:31,2021/12/5 8:56,郊区,荷兰电网
电话,13291,已核实,2021/12/5 7:57,2021/12/5 7:57,2021/12/5 8:17,2021/12/5 8:44,郊区,德国电网
电话,13292,已核实,2021/12/5 7:48,2021/12/5 7:49,2021/12/5 8:00,2021/12/5 9:28,城市,比利时电网
电话,13293,已核实,2021/12/5 7:46,2021/12/5 7:46,2021/12/5 7:59,2021/12/5 8:03,郊区,西班牙电网
电话,13294,已核实,2021/12/5 7:44,2021/12/5 7:44,2021/12/5 8:01,2021/12/5 8:24,城市,德国电网
电话,13295,已核实,2021/12/5 7:42,2021/12/5 7:42,2021/12/5 7:54,2021/12/5 8:08,城市,西班牙电网
电话,13296,已核实,2021/12/5 7:31,2021/12/5 7:31,2021/12/5 8:02,2021/12/5 8:09,郊区,法国电网
网络,13297,已核实,2021/12/5 7:19,2021/12/5 7:20,2021/12/5 7:41,2021/12/5 7:51,城市,荷兰电网
电话,13298,已核实,2021/12/5 7:16,2021/12/5 7:30,2021/12/5 7:44,2021/12/5 7:58,城市,西班牙电网
电话,13299,已核实,2021/12/5 7:11,2021/12/5 7:11,2021/12/5 7:34,2021/12/5 7:55,城市,西班牙电网
电话,13300,已核实,2021/12/5 7:09,2021/12/5 7:09,2021/12/5 7:41,2021/12/5 7:46,城市,法国电网
电话,13301,已核实,2021/12/5 6:54,2021/12/5 6:55,2021/12/5 7:01,2021/12/5 9:05,郊区,德国电网
电话,13302,已核实,2021/12/5 6:10,2021/12/5 6:10,2021/12/5 6:22,2021/12/5 7:05,城市,荷兰电网
电话,13303,已核实,2021/12/5 5:24,2021/12/5 6:13,2021/12/5 6:29,2021/12/5 6:50,郊区,德国电网
电话,13304,已核实,2021/12/5 4:29,2021/12/5 7:22,2021/12/5 7:23,2021/12/5 7:23,城市,比利时电网
电话,13305,已核实,2021/12/5 4:18,2021/12/5 4:18,2021/12/5 4:20,2021/12/5 4:21,城市,西班牙电网
电话,13306,已核实,2021/12/5 2:56,2021/12/5 3:41,2021/12/5 3:44,2021/12/5 3:46,郊区,法国电网
电话,13307,已核实,2021/12/4 23:59,2021/12/5 7:59,2021/12/5 8:06,2021/12/5 8:08,城市,西班牙电网
电话,13308,已核实,2021/12/4 23:43,2021/12/4 23:44,2021/12/5 0:00,2021/12/5 0:51,郊区,比利时电网
电话,13309,已核实,2021/12/4 23:43,2021/12/4 23:43,2021/12/4 23:45,2021/12/5 0:57,城市,荷兰电网
电话,13310,已核实,2021/12/4 23:42,2021/12/4 23:43,2021/12/5 5:26,2021/12/5 5:50,郊区,德国电网
电话,13311,已核实,2021/12/4 23:41,2021/12/4 23:41,2021/12/4 23:44,2021/12/5 0:56,城市,荷兰电网
电话,13312,已核实,2021/12/4 23:35,2021/12/4 23:35,2021/12/4 23:44,2021/12/5 0:54,城市,荷兰电网
电话,13313,已核实,2021/12/4 23:35,2021/12/4 23:35,2021/12/4 23:44,2021/12/5 0:49,城市,荷兰电网
电话,13314,已核实,2021/12/4 23:26,2021/12/4 23:27,2021/12/4 23:41,2021/12/4 23:57,城市,德国电网
电话,13315,已核实,2021/12/4 23:01,2021/12/4 23:01,2021/12/4 23:17,2021/12/4 23:48,城市,德国电网
电话,13316,已核实,2021/12/4 22:53,2021/12/4 22:54,2021/12/4 23:02,2021/12/4 23:29,城市,比利时电网
电话,13317,已核实,2021/12/4 22:51,2021/12/4 22:53,2021/12/4 23:00,2021/12/4 23:00,城市,比利时电网
